masked	src
ⲣⲟⲩϩⲉ ⲇⲉ ⲛⲧⲉⲣⲉϥϣⲱⲡ[_] ⲡⲉ ⲉⲣⲉⲡⲣ[_] ⲛⲁϩⲱⲧⲡ ⲁⲩⲉⲓⲛⲉ ⲛⲁϥ ⲛⲛⲉⲧⲙⲟⲕϩ ⲧⲏⲣⲟⲩ ⲙ[_]ⲛⲉⲧⲣⲉⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲛⲙⲙⲁ[_]	ⲣⲟⲩϩⲉ ⲇⲉ ⲛⲧⲉⲣⲉϥϣⲱⲡⲉ ⲡⲉ ⲉⲣⲉⲡⲣⲏ ⲛⲁϩⲱⲧⲡ ⲁⲩⲉⲓⲛⲉ ⲛⲁϥ ⲛⲛⲉⲧⲙⲟⲕϩ ⲧⲏⲣⲟⲩ ⲙⲛⲛⲉⲧⲣⲉⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲛⲙⲙⲁⲩ
ⲡⲁⲣⲭⲓⲙⲁⲛⲇⲣⲓⲧ[_]ⲥ ⲇⲉ ⲡⲉϫⲁϥ ⲙⲡϣⲏⲣⲉ ϣⲏⲙ ϫⲉⲡ[_]ϣⲏⲣⲉ ⲉⲓⲥϩⲏⲏⲧⲉ ϯⲛⲁⲩ ⲉⲣⲟⲕ [_]ⲉⲛⲧⲕ[_]ⲩⲕⲟⲩⲓ ϩⲛⲧ[_]ⲕϭⲟⲧ ⲁⲩⲱ ⲛⲥⲁⲓⲉ [_]ⲙⲁⲧⲉ ϩⲛⲛⲉⲕϩⲃⲏⲩⲉ :—	ⲡⲁⲣⲭⲓⲙⲁⲛⲇⲣⲓⲧⲏⲥ ⲇⲉ ⲡⲉϫⲁϥ ⲙⲡϣⲏⲣⲉ ϣⲏⲙ ϫⲉⲡⲁϣⲏⲣⲉ ⲉⲓⲥϩⲏⲏⲧⲉ ϯⲛⲁⲩ ⲉⲣⲟⲕ ϫⲉⲛⲧⲕⲟⲩⲕⲟⲩⲓ ϩⲛⲧⲉⲕϭⲟⲧ ⲁⲩⲱ ⲛⲥⲁⲓⲉ ⲉⲙⲁⲧⲉ ϩⲛⲛⲉⲕϩⲃⲏⲩⲉ :—
ⲁⲗⲗⲁ ϯⲛⲁⲃⲱⲕ ⲧⲁⲧⲁⲙⲉⲛⲁϫⲓ[_]ⲟⲟⲩⲉ ⲁⲣⲏⲩ ⲥⲉⲛⲁⲕⲱⲧ[_] ⲛⲥⲱ[_] ⲛⲧⲟⲟⲧ ·	ⲁⲗⲗⲁ ϯⲛⲁⲃⲱⲕ ⲧⲁⲧⲁⲙⲉⲛⲁϫⲓⲥⲟⲟⲩⲉ ⲁⲣⲏⲩ ⲥⲉⲛⲁⲕⲱⲧⲉ ⲛⲥⲱϥ ⲛⲧⲟⲟⲧ ·
ⲁ[_]ⲗⲁ ⲛⲉϥϣⲟⲟⲡ ⲛⲙⲙⲁϥ ⲛϭⲓⲡⲛⲟⲩⲧⲉ [_]ⲛⲉϥⲉⲓⲟⲧⲉ ·	ⲁⲗⲗⲁ ⲛⲉϥϣⲟⲟⲡ ⲛⲙⲙⲁϥ ⲛϭⲓⲡⲛⲟⲩⲧⲉ ⲛⲛⲉϥⲉⲓⲟⲧⲉ ·
ⲛⲧⲉⲣⲉⲓⲙⲟϣⲧϥ[_]ⲛⲕⲉⲥⲟⲡ ⲡⲉⲕⲏⲓ ⲙⲡⲓ[_]ⲛ ⲗⲁⲁⲩ ⲛ[_]ⲓⲇⲱⲗⲟⲛ ⲛϩⲏⲧϥ .	ⲛⲧⲉⲣⲉⲓⲙⲟϣⲧϥ ⲛⲕⲉⲥⲟⲡ ⲡⲉⲕⲏⲓ ⲙⲡⲓϭⲛ ⲗⲁⲁⲩ ⲛⲉⲓⲇⲱⲗⲟⲛ ⲛϩⲏⲧϥ .
ⲡⲉⲧⲛⲁϯϣⲓⲡⲉ ⲅⲁⲣ ⲛⲁⲓ ⲙⲛⲛⲉ[_]ⲉⲛⲟⲩⲓ ⲛ[_] ϩⲛⲧⲉⲓⲅⲉⲛⲉⲁ ⲛⲛⲟⲉⲓⲕ . ⲁⲩⲱ ⲛⲣⲉ[_]ⲣⲛ[_]ⲃⲉ . ⲡϣⲏⲣⲉ ϩⲱⲱϥ ⲙⲡⲣⲱⲙⲉ ⲛⲁ[_]ϣⲓⲡⲉ ⲛⲁϥ ⲉϥϣⲁⲛⲉⲓ [_]ⲙⲡⲉⲟⲟⲩ ⲙⲡⲉ[_]ⲉⲓⲱⲧ ⲙⲛⲛⲁⲅⲅⲉⲗⲟⲥ ⲉⲧⲟⲩⲁⲁⲃ	ⲡⲉⲧⲛⲁϯϣⲓⲡⲉ ⲅⲁⲣ ⲛⲁⲓ ⲙⲛⲛⲉⲧⲉⲛⲟⲩⲓ ⲛⲉ ϩⲛⲧⲉⲓⲅⲉⲛⲉⲁ ⲛⲛⲟⲉⲓⲕ . ⲁⲩⲱ ⲛⲣⲉϥⲣⲛⲟⲃⲉ . ⲡϣⲏⲣⲉ ϩⲱⲱϥ ⲙⲡⲣⲱⲙⲉ ⲛⲁϯϣⲓⲡⲉ ⲛⲁϥ ⲉϥϣⲁⲛⲉⲓ ϩⲙⲡⲉⲟⲟⲩ ⲙⲡⲉϥⲉⲓⲱⲧ ⲙⲛⲛⲁⲅⲅⲉⲗⲟⲥ ⲉⲧⲟⲩⲁⲁⲃ
ⲁⲛⲟ[_] ⲇⲉ ⲡⲉϫⲁⲓ ϫⲉⲛ[_]ⲁⲓⲉⲓ ⲉⲡⲉⲓⲙⲁ · ⲉⲓⲟⲩⲉϣ ⲛⲁⲩ ⲛϩⲙϩ[_]ⲗ ⲙⲡⲛⲟⲩⲧⲉ · ⲉⲧϣⲟⲟⲡ ϩⲙⲡⲉⲓϫⲁⲓⲉ · ⲁⲩ[_] ⲙ[_]ⲉⲡⲛ[_]ⲩⲧⲉ · ϥⲟϭⲧ ⲙⲡⲉⲧⲓϣⲓⲛⲉ ⲛⲥⲱϥ ·	ⲁⲛⲟⲕ ⲇⲉ ⲡⲉϫⲁⲓ ϫⲉⲛⲧⲁⲓⲉⲓ ⲉⲡⲉⲓⲙⲁ · ⲉⲓⲟⲩⲉϣ ⲛⲁⲩ ⲛϩⲙϩⲁⲗ ⲙⲡⲛⲟⲩⲧⲉ · ⲉⲧϣⲟⲟⲡ ϩⲙⲡⲉⲓϫⲁⲓⲉ · ⲁⲩⲱ ⲙⲡⲉⲡⲛⲟⲩⲧⲉ · ϥⲟϭⲧ ⲙⲡⲉⲧⲓϣⲓⲛⲉ ⲛⲥⲱϥ ·
ⲱ ⲡⲉⲛⲣⲉ[_]ⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲛ[_]ⲛ ⲙⲁⲩⲁⲁϥ ·	ⲱ ⲡⲉⲛⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲛⲁⲛ ⲙⲁⲩⲁⲁϥ ·
ⲡⲁⲓ ⲡⲉⲧⲟⲩⲁⲁⲃ ϭⲉ [_]ϥⲣⲡⲉⲧⲡⲉ ⲙⲡⲉⲛⲧⲁⲛϫ[_]ⲟϥ	ⲡⲁⲓ ⲡⲉⲧⲟⲩⲁⲁⲃ ϭⲉ ⲁϥⲣⲡⲉⲧⲡⲉ ⲙⲡⲉⲛⲧⲁⲛϫⲟⲟϥ
ⲁⲩⲉⲓⲥ ⲛⲧ[_]ϫⲛⲟⲩ ⲡⲣⲏ ⲛϣⲟⲣⲡ ·	ⲁⲩⲉⲓⲥ ⲛⲧⲛϫⲛⲟⲩ ⲡⲣⲏ ⲛϣⲟⲣⲡ ·
ⲁⲗⲗⲁ ϩⲓⲧⲛⲧϩⲉ ⲉⲧϥⲙⲏⲛ ⲉⲃⲟⲗ ⲉϥⲛⲏⲩ ϣⲁⲣⲟⲓ ⲁⲓϩⲱⲛ ⲉⲧⲟ[_]ⲧϥ ϩⲙⲡⲥⲁ ⲛϩ[_]ⲩⲛ ⲉ[_]ϫⲱ ⲙⲙⲟⲥ ϫⲉⲁⲗⲟⲕ ⲉⲕϯϩⲓⲥ[_] ⲛⲁⲕ · ⲉⲕⲛⲏⲩ ϣⲁ[_]ⲟⲓ	ⲁⲗⲗⲁ ϩⲓⲧⲛⲧϩⲉ ⲉⲧϥⲙⲏⲛ ⲉⲃⲟⲗ ⲉϥⲛⲏⲩ ϣⲁⲣⲟⲓ ⲁⲓϩⲱⲛ ⲉⲧⲟⲟⲧϥ ϩⲙⲡⲥⲁ ⲛϩⲟⲩⲛ ⲉⲓϫⲱ ⲙⲙⲟⲥ ϫⲉⲁⲗⲟⲕ ⲉⲕϯϩⲓⲥⲉ ⲛⲁⲕ · ⲉⲕⲛⲏⲩ ϣⲁⲣⲟⲓ
ⲁⲩⲱ ϫⲉ[_]ⲉⲧⲛⲕ[_]ⲧⲕ ⲅⲁⲣ . ⲉⲩⲛⲕⲟⲧⲕ ⲛⲧⲉⲩϣⲏ ·	ⲁⲩⲱ ϫⲉⲛⲉⲧⲛⲕⲟⲧⲕ ⲅⲁⲣ . ⲉⲩⲛⲕⲟⲧⲕ ⲛⲧⲉⲩϣⲏ ·
ⲛⲉⲧⲙⲟⲟⲛⲉ ⲇⲉ ⲙⲙⲟⲟⲩ ⲁ[_]ⲡⲱⲧ ⲁⲩϫⲓⲡⲟⲩⲱ ⲉϩⲣⲁⲓ ⲉⲧⲡⲟ[_]ⲓⲥ ⲙⲛⲛⲥ[_]ϣⲉ ⲁⲩⲉ[_] ⲉⲃⲟⲗ ⲉⲛⲁⲩ ⲉⲡⲉⲛⲧⲁϥϣⲱⲡⲉ .	ⲛⲉⲧⲙⲟⲟⲛⲉ ⲇⲉ ⲙⲙⲟⲟⲩ ⲁⲩⲡⲱⲧ ⲁⲩϫⲓⲡⲟⲩⲱ ⲉϩⲣⲁⲓ ⲉⲧⲡⲟⲗⲓⲥ ⲙⲛⲛⲥⲱϣⲉ ⲁⲩⲉⲓ ⲉⲃⲟⲗ ⲉⲛⲁⲩ ⲉⲡⲉⲛⲧⲁϥϣⲱⲡⲉ .
ⲛⲁⲛⲟ[_]ⲥ ⲇⲉ [_]ⲧⲣⲉⲡⲣⲱⲙⲉ [_]ⲟⲩⲛⲡⲉϥϣⲓ ⲙⲙⲓⲛⲙⲙⲟϥ . ⲉⲧⲣⲉϥⲡⲱⲧ ⲇⲉ ⲉⲃⲟⲗ ⲙⲡⲉϩⲣⲟϣ[_]ⲛⲧⲙⲛⲧⲛⲟϭ	ⲛⲁⲛⲟⲩⲥ ⲇⲉ ⲉⲧⲣⲉⲡⲣⲱⲙⲉ ⲥⲟⲩⲛⲡⲉϥϣⲓ ⲙⲙⲓⲛⲙⲙⲟϥ . ⲉⲧⲣⲉϥⲡⲱⲧ ⲇⲉ ⲉⲃⲟⲗ ⲙⲡⲉϩⲣⲟϣ ⲛⲧⲙⲛⲧⲛⲟϭ
ⲁⲓⲱϩⲁ[_]ⲛⲏⲥ ⲁⲣⲭⲉⲓ [_]ϣⲁϫⲉ ⲛⲙⲙⲁⲩ ⲉϥϫⲱ ⲙⲙⲟⲥ · [_]ⲉⲛⲁⲥⲛⲏⲩ · ⲁⲩⲱ ⲛⲁϣⲃⲣⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ · ⲁⲩⲱ ⲛⲥⲩⲙⲙⲉⲧⲟⲭⲟⲥ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛϫⲟⲉⲓⲥ · ⲉⲓⲙⲉ ϭⲉ ⲛⲏ[_]ⲛ ϫⲉⲁⲡϫⲟⲉⲓⲥ [_] ⲛⲏ[_][_] ⲛⲟⲩϭⲟⲙ ⲉⲃⲟⲗ ϩⲓ[_]ⲟⲟⲧϥ	ⲁⲓⲱϩⲁⲛⲛⲏⲥ ⲁⲣⲭⲉⲓ ⲛϣⲁϫⲉ ⲛⲙⲙⲁⲩ ⲉϥϫⲱ ⲙⲙⲟⲥ · ϫⲉⲛⲁⲥⲛⲏⲩ · ⲁⲩⲱ ⲛⲁϣⲃⲣⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ · ⲁⲩⲱ ⲛⲥⲩⲙⲙⲉⲧⲟⲭⲟⲥ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛϫⲟⲉⲓⲥ · ⲉⲓⲙⲉ ϭⲉ ⲛⲏⲧⲛ ϫⲉⲁⲡϫⲟⲉⲓⲥ ϯ ⲛⲏⲧⲛ ⲛⲟⲩϭⲟⲙ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧϥ
ⲉⲛⲟ ⲛⲟⲩϩⲏⲧ ⲛⲟⲩⲱⲧ ⲙⲛⲛⲉⲛⲉⲣⲏⲩ [_]ⲓⲟⲩⲥⲟ[_] · ⲉ[_]ⲉⲧⲉⲓⲣⲏⲛⲏ ϣⲟⲟⲡ ϩⲛⲧⲉⲛⲙⲏⲏⲧⲉ · ⲉⲛϣⲟⲟ[_] ϩⲛⲟ[_]ⲉⲥⲩⲭⲓⲁ ⲙⲛⲛⲉⲛⲉⲣⲏⲩ · ⲉⲛϯⲉⲟⲟ[_] ⲙⲡⲛⲟⲩⲧⲉ ·	ⲉⲛⲟ ⲛⲟⲩϩⲏⲧ ⲛⲟⲩⲱⲧ ⲙⲛⲛⲉⲛⲉⲣⲏⲩ ϩⲓⲟⲩⲥⲟⲡ · ⲉⲣⲉⲧⲉⲓⲣⲏⲛⲏ ϣⲟⲟⲡ ϩⲛⲧⲉⲛⲙⲏⲏⲧⲉ · ⲉⲛϣⲟⲟⲡ ϩⲛⲟⲩⲉⲥⲩⲭⲓⲁ ⲙⲛⲛⲉⲛⲉⲣⲏⲩ · ⲉⲛϯⲉⲟⲟⲩ ⲙⲡⲛⲟⲩⲧⲉ ·
ⲡⲙⲁ ⲉⲧⲉⲙⲡⲉⲩϥⲛ[_] ⲛⲁⲙⲟⲩ ⲁⲛ . ⲁⲩⲱ[_]ⲧⲉⲩⲥⲁⲧⲉ[_]ⲛⲥⲛⲁϫⲉⲛⲁ ⲁⲛ .	ⲡⲙⲁ ⲉⲧⲉⲙⲡⲉⲩϥⲛⲧ ⲛⲁⲙⲟⲩ ⲁⲛ . ⲁⲩⲱ ⲧⲉⲩⲥⲁⲧⲉ ⲛⲥⲛⲁϫⲉⲛⲁ ⲁⲛ .
ⲁⲩⲱ ⲉϥⲙⲟⲟϣⲉ ϩⲁⲧⲛⲧⲉⲑⲁ[_]ⲁⲥⲥⲁ ⲛⲧⲅⲁⲗⲓⲗⲁⲓⲁ [_]ϥⲛ[_]ⲩ ⲉⲥⲓⲙ[_]ⲛ ⲛⲙⲁⲛⲇⲣⲉ[_]ⲥ ⲡⲥⲟⲛ ⲛ[_]ⲓⲙⲱⲛ ⲉⲩⲛⲟⲩϫϣⲛⲉ ⲉⲧⲉⲑⲁⲗⲁⲥⲥⲁ ⲛⲉϩⲉⲛⲟⲩⲱϩⲉ ⲅⲁⲣ ⲛⲉ .	ⲁⲩⲱ ⲉϥⲙⲟⲟϣⲉ ϩⲁⲧⲛⲧⲉⲑⲁⲗⲁⲥⲥⲁ ⲛⲧⲅⲁⲗⲓⲗⲁⲓⲁ ⲁϥⲛⲁⲩ ⲉⲥⲓⲙⲱⲛ ⲛⲙⲁⲛⲇⲣⲉⲁⲥ ⲡⲥⲟⲛ ⲛⲥⲓⲙⲱⲛ ⲉⲩⲛⲟⲩϫϣⲛⲉ ⲉⲧⲉⲑⲁⲗⲁⲥⲥⲁ ⲛⲉϩⲉⲛⲟⲩⲱϩⲉ ⲅⲁⲣ ⲛⲉ .
ⲡⲉⲧⲛⲁⲙⲉⲣⲉⲡⲡⲉⲧϩⲟⲟⲩ , [_]ⲧⲟϥ[_]ⲡⲉⲧⲛⲁⲧⲁⲕⲟ ·	ⲡⲉⲧⲛⲁⲙⲉⲣⲉⲡⲡⲉⲧϩⲟⲟⲩ , ⲛⲧⲟϥ ⲡⲉⲧⲛⲁⲧⲁⲕⲟ ·
ⲁⲩⲱ [_]ⲧⲉⲣⲉϥϣ[_]ϩⲧⲏϥ[_]ⲁϥⲥⲟⲩ[_]ⲛⲧⲟⲟⲧϥ ⲉⲃⲟⲗ ⲁⲩⲱ ⲁϥⲕⲱϩ ⲉⲣⲟϥ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉϯⲟⲩⲱϣ ⲧⲃⲃⲟ .	ⲁⲩⲱ ⲛⲧⲉⲣⲉϥϣⲛϩⲧⲏϥ ⲁϥⲥⲟⲩⲧⲛⲧⲟⲟⲧϥ ⲉⲃⲟⲗ ⲁⲩⲱ ⲁϥⲕⲱϩ ⲉⲣⲟϥ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉϯⲟⲩⲱϣ ⲧⲃⲃⲟ .
ⲁϥⲟⲩⲉϩⲥⲁϩⲛⲉ ⲉϣⲁⲁⲧⲥ [_]ⲉⲕⲁⲥ ⲛⲛⲉⲥⲟⲩ[_]ⲥϥ ⲙⲡⲕⲉⲕⲁϩ ·	ⲁϥⲟⲩⲉϩⲥⲁϩⲛⲉ ⲉϣⲁⲁⲧⲥ ϫⲉⲕⲁⲥ ⲛⲛⲉⲥⲟⲩⲱⲥϥ ⲙⲡⲕⲉⲕⲁϩ ·
[_][_]ⲟ ⲛⲁⲕ ⲁⲛ ⲉⲧⲁⲗⲉⲇⲱⲣⲟⲛ ⲉϩⲣⲁⲓ ⲙⲡⲛⲟⲩⲧⲉ · ⲉⲕϣⲁⲛⲗⲩⲡⲉⲓ ⲙⲡⲉⲕⲥⲟⲛ[_]·	ⲥⲧⲟ ⲛⲁⲕ ⲁⲛ ⲉⲧⲁⲗⲉⲇⲱⲣⲟⲛ ⲉϩⲣⲁⲓ ⲙⲡⲛⲟⲩⲧⲉ · ⲉⲕϣⲁⲛⲗⲩⲡⲉⲓ ⲙⲡⲉⲕⲥⲟⲛ ·
ⲛⲧϩⲉ ⲉⲧⲥⲏϩ ϫⲉⲡⲉ[_]ⲗ[_]ⲟⲥ ⲧⲁⲓⲟ ⲙⲙⲟⲓ ϩⲛⲛⲉⲩⲥⲡⲟⲧⲟⲩ · ⲡⲉⲩϩⲏⲧ[_]ⲇⲉ ⲟⲩⲏⲩ ⲛⲥⲁⲛⲃⲟⲗ ⲙⲙⲟⲓ[_]·	ⲛⲧϩⲉ ⲉⲧⲥⲏϩ ϫⲉⲡⲉⲓⲗⲁⲟⲥ ⲧⲁⲓⲟ ⲙⲙⲟⲓ ϩⲛⲛⲉⲩⲥⲡⲟⲧⲟⲩ · ⲡⲉⲩϩⲏⲧ ⲇⲉ ⲟⲩⲏⲩ ⲛⲥⲁⲛⲃⲟⲗ ⲙⲙⲟⲓ ·
ⲉⲛ[_]ⲁϥⲣⲥⲟ ⲅⲁⲣ ⲛ[_]ⲟⲙⲡⲉ [_]ⲛϯϩⲩⲡⲟⲙⲟⲛⲏ ⲛϯⲙⲓⲛⲉ ⲙⲛⲧϩⲟⲧⲉ ⲙⲡⲛⲟⲩⲧⲉ ·	ⲉⲛⲉⲁϥⲣⲥⲟ ⲅⲁⲣ ⲛⲣⲟⲙⲡⲉ ϩⲛϯϩⲩⲡⲟⲙⲟⲛⲏ ⲛϯⲙⲓⲛⲉ ⲙⲛⲧϩⲟⲧⲉ ⲙⲡⲛⲟⲩⲧⲉ ·
[_]ϥⲧⲣⲉⲥⲣⲙⲁⲁⲩ ⲛⲧⲁⲉⲗⲉⲩⲑⲉⲣⲓⲁ	ⲁϥⲧⲣⲉⲥⲣⲙⲁⲁⲩ ⲛⲧⲁⲉⲗⲉⲩⲑⲉⲣⲓⲁ
ϣϣⲉ ⲅ[_]ⲣ ⲉⲣⲟⲛ ⲧⲉⲛⲟⲩ ⲉⲧⲣⲉⲛⲕⲉⲣⲁ ⲙⲡⲛⲁ ⲙⲛⲡϩⲁⲡ [_] ⲉⲧⲣⲉⲛ[_]ⲡⲟ ⲙⲉⲛ ⲙⲡϩⲁⲡ ⲉⲧⲣⲉⲛϫⲟ ⲇⲉ ⲉ[_]ⲟⲗ[_]ϩⲙⲡⲛⲁ [_]ⲁⲧⲁⲡⲉ[_]ⲥⲏϩ · ϫⲉϩⲁⲣⲉϩ ⲉⲡⲛⲁ ⲙⲛⲡϩⲁⲡ · ⲁⲩⲱ ⲛⲅϩⲛⲧⲕ ⲉϩⲟⲩ[_] ⲉⲡⲉⲕⲛⲟⲩⲧⲉ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ·	ϣϣⲉ ⲅⲁⲣ ⲉⲣⲟⲛ ⲧⲉⲛⲟⲩ ⲉⲧⲣⲉⲛⲕⲉⲣⲁ ⲙⲡⲛⲁ ⲙⲛⲡϩⲁⲡ : ⲉⲧⲣⲉⲛϫⲡⲟ ⲙⲉⲛ ⲙⲡϩⲁⲡ ⲉⲧⲣⲉⲛϫⲟ ⲇⲉ ⲉⲃⲟⲗ ϩⲙⲡⲛⲁ ⲕⲁⲧⲁⲡⲉⲧⲥⲏϩ · ϫⲉϩⲁⲣⲉϩ ⲉⲡⲛⲁ ⲙⲛⲡϩⲁⲡ · ⲁⲩⲱ ⲛⲅϩⲛⲧⲕ ⲉϩⲟⲩⲛ ⲉⲡⲉⲕⲛⲟⲩⲧⲉ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ·
ⲁϫⲓⲥ ⲉⲣⲟⲛ ⲱ ⲧⲡⲉ · ϫⲉⲉⲧⲃ[_]ⲟⲩ ⲁⲣϯϩⲓⲱⲱ[_]ⲉ[_]ⲛⲟⲩⲕⲁⲕⲉ ⲙⲡⲛⲁⲩ ⲙⲙⲉⲉⲣⲉ ·	ⲁϫⲓⲥ ⲉⲣⲟⲛ ⲱ ⲧⲡⲉ · ϫⲉⲉⲧⲃⲉⲟⲩ ⲁⲣϯϩⲓⲱⲱⲧⲉ ⲛⲟⲩⲕⲁⲕⲉ ⲙⲡⲛⲁⲩ ⲙⲙⲉⲉⲣⲉ ·
ϥ[_][_]ⲉϩⲥⲁϩⲛⲉ ⲛⲁⲩ ϫⲉⲕⲁⲥ ⲉⲩⲉϫⲱⲕ ⲉⲃⲟⲗ[_]ⲛⲧⲗⲓⲧⲟⲩⲣⲅⲓⲁ ⲧ[_]ⲉⲃⲟⲗ ϩⲓⲧⲛⲛⲉⲭⲣⲏⲙⲁ ⲉⲩⲉⲡⲱⲱⲛⲉ ⲉϩⲟⲩⲛ ⲉⲧⲗⲓⲧⲟⲩⲣⲅⲓⲁ[_]ⲧⲉⲉⲃⲟⲗ ϩⲙⲡⲗⲟⲅⲟⲥ ⲙ[_]ⲡⲉⲡⲛⲉⲩⲙⲁ	ϥⲟⲩⲉϩⲥⲁϩⲛⲉ ⲛⲁⲩ ϫⲉⲕⲁⲥ ⲉⲩⲉϫⲱⲕ ⲉⲃⲟⲗ ⲛⲧⲗⲓⲧⲟⲩⲣⲅⲓⲁ ⲧⲉⲉⲃⲟⲗ ϩⲓⲧⲛⲛⲉⲭⲣⲏⲙⲁ ⲉⲩⲉⲡⲱⲱⲛⲉ ⲉϩⲟⲩⲛ ⲉⲧⲗⲓⲧⲟⲩⲣⲅⲓⲁ ⲧⲉⲉⲃⲟⲗ ϩⲙⲡⲗⲟⲅⲟⲥ ⲙⲛⲡⲉⲡⲛⲉⲩⲙⲁ
ⲁⲩⲉⲓ ⲉⲃⲟⲗ ⲛϭⲓⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓ[_]ⲥ ⲁⲩⲁⲣⲭⲉⲓ ⲉ[_]ⲧⲱⲛ [_]ⲙ[_]ⲁϥ ⲉⲩⲕⲱⲧⲉ ⲛⲥⲁ[_]ⲩⲙⲁⲉⲓⲛ ⲛⲧⲟⲟⲧϥ ⲉⲃⲟⲗ ϩⲛ ⲧⲡⲉ ⲉⲩⲡⲉⲓⲣⲁⲍⲉ ⲙⲙⲟϥ .	ⲁⲩⲉⲓ ⲉⲃⲟⲗ ⲛϭⲓⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲁⲩⲁⲣⲭⲉⲓ ⲉϯⲧⲱⲛ ⲛⲙⲙⲁϥ ⲉⲩⲕⲱⲧⲉ ⲛⲥⲁⲟⲩⲙⲁⲉⲓⲛ ⲛⲧⲟⲟⲧϥ ⲉⲃⲟⲗ ϩⲛ ⲧⲡⲉ ⲉⲩⲡⲉⲓⲣⲁⲍⲉ ⲙⲙⲟϥ .
ϫⲉ[_]ⲙⲏⲓⲧⲛ ⲁⲣⲓⲑⲩⲥ[_]ⲁⲍⲉ ⲱ ⲛⲣⲱⲙⲉ ⲛϩⲣⲱⲙⲁⲓⲟⲥ ·	ϫⲉⲁⲙⲏⲓⲧⲛ ⲁⲣⲓⲑⲩⲥⲓⲁⲍⲉ ⲱ ⲛⲣⲱⲙⲉ ⲛϩⲣⲱⲙⲁⲓⲟⲥ ·
ⲙⲁⲣ[_]ⲥϭⲱϫⲃ ⲛϭ[_]ⲧⲙⲛⲧⲣⲉϥϫⲉ ⲛⲟϭ ⲛϣⲁϫⲉ ⲙⲡⲉⲛⲗⲁⲥ ⲛⲛⲁϩⲣⲛⲧⲉⲓϣⲡⲏⲣⲉ ⲙⲡϩⲟⲟⲩ[_]· ⲉⲃ[_]ⲗ ϫⲉⲥⲛⲁϣⲡⲱϩ ⲁⲛ ⲉⲡϣⲓ ⲛⲛⲧ[_]ϣⲉⲟⲉⲓϣ ⲛⲧⲙⲛⲧⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ[_]ⲙⲡⲉⲛⲧⲁⲩⲥⲧⲁⲩⲣ[_]ⲩ ⲙⲙⲟϥ ϩⲁⲣⲟⲛ · ⲕⲁⲧⲁ[_]ⲉⲥⲙⲡϣⲁ ·	ⲙⲁⲣⲉⲥϭⲱϫⲃ ⲛϭⲓⲧⲙⲛⲧⲣⲉϥϫⲉ ⲛⲟϭ ⲛϣⲁϫⲉ ⲙⲡⲉⲛⲗⲁⲥ ⲛⲛⲁϩⲣⲛⲧⲉⲓϣⲡⲏⲣⲉ ⲙⲡϩⲟⲟⲩ · ⲉⲃⲟⲗ ϫⲉⲥⲛⲁϣⲡⲱϩ ⲁⲛ ⲉⲡϣⲓ ⲛⲛⲧⲁϣⲉⲟⲉⲓϣ ⲛⲧⲙⲛⲧⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲙⲡⲉⲛⲧⲁⲩⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟϥ ϩⲁⲣⲟⲛ · ⲕⲁⲧⲁⲡⲉⲥⲙⲡϣⲁ ·
ⲉϣϫⲉ [_]ⲩϩⲁⲣⲉϩ ⲉⲡ[_]ϣⲁϫⲉ ⲥⲉⲛⲁϩⲁⲣⲉϩ ⲟⲛ ⲉⲡⲱⲧⲛ :	ⲉϣϫⲉ ⲁⲩϩⲁⲣⲉϩ ⲉⲡⲁϣⲁϫⲉ ⲥⲉⲛⲁϩⲁⲣⲉϩ ⲟⲛ ⲉⲡⲱⲧⲛ :
ⲁⲩⲱ ⲁϥϭⲓⲛⲉ ⲛⲧⲉϥⲙⲁⲁⲩ ⲙⲙⲁⲩ ⲙⲛ[_]ⲉⲧⲟⲩ[_]ⲣⲓⲛⲉ ⲙⲙⲟⲟⲩ .	ⲁⲩⲱ ⲁϥϭⲓⲛⲉ ⲛⲧⲉϥⲙⲁⲁⲩ ⲙⲙⲁⲩ ⲙⲛⲛⲉⲧⲟⲩⲕⲣⲓⲛⲉ ⲙⲙⲟⲟⲩ .
